openalex_id,doi,title,phrase,year,field,type,abstract
W4415303521,10.1002/pra2.1339,Generative <scp>AI</scp> Use at the <scp>iSchools</scp> : An Analysis of Policies,as an AI language model,2025.0,Computer Science,article,"ABSTRACT The debut of Generative AI (GAI) tools in late 2022 profoundly unsettled higher education institutions (HEIs), including the iSchools. This exploratory study is the first to scrutinize the 130 iSchools' GAI engagement. Consulting each iSchool's website, we conducted a qualitative content analysis of their GAI policies. Eighty‐seven (66.9%) have public‐facing GAI policies; the other third do not. We teased out seven themes in these 87 iSchools' policies: the ecology of GAI, opportunities and affordances, risk and concerns, conditions of use, best practices, compliance measures, and aspirations. We urge the iSchools to develop and implement a policy predicated on human‐centered GAI literacy . This research ultimately represents both a call for self‐reflexivity and a call to action."
W4393284298,10.4236/jss.2024.123025,Social Media Use Effects on Self-Cognition and Behavior Patterns under the Network Environment,as an AI language model,2024.0,Social Sciences,article,"With the rapid development of science and technology and the popularity of the Internet, social media has become an indispensable part of people’s daily lives. Whether sharing life with friends or getting news information, social media has deeply penetrated into our social life, constantly affecting our cognition of society and self. Based on cluster analysis, Maslow’s hierarchy of needs theory and agenda-setting theory, this paper adopts a questionnaire survey method to sample users of nine platforms, including WeChat, Today’ Headlines, Weibo, QQ, TikTok, bilibili, Zhihu, Baidu Post Bar and Tianya Community. A total of 350 valid samples were collected, and the influence mechanism of social cognition and happiness was analyzed, revealing the potential effects of the content and form of social media on users’ cognition and emotions. Finally, the author puts forward some suggestions from different angles and puts forward the shortcomings of this study to provide a reference for later researchers."
W4412864499,10.1101/2025.07.30.25330817,Peptide receptor radionuclide therapy targeting the cholecystokinin-2 receptor: Preclinical and first clinical experience in small cell lung cancer,as an AI language model,2025.0,Medicine,preprint,"Abstract Rationale Peptide receptor radionuclide therapy (PRRT) is an established treatment for neuroendocrine tumors (NETs), enabling targeted radiation delivery via radiolabeled peptides. Small cell lung cancer (SCLC) remains a major therapeutic challenge due to its aggressive nature and poor prognosis. Despite advances, relapse rates are high and effective therapies are limited. We previously demonstrated the diagnostic potential of the cholecystokinin-2 receptor-targeting minigastrin analog [ 68 Ga]Ga-DOTA-MGS5 in PET/CT imaging in different NETs. Building on this, we developed and evaluated [ 177 Lu]Lu-DOTA-MGS5 as a therapeutic PRRT agent. Methods Preclinical studies investigating the cellular internalization and intracellular distribution over time in A431 cells were performed using the fluorescent tracer ATTO-488-MGS5. Short-and long-term cytotoxic effects of [ 177 Lu]Lu-DOTA-MGS5 were evaluated on the same cell line using trypan blue exclusion and clonogenic survival assays. CCK2R expression was assessed by immunohistochemistry in 42 SCLC tissue specimens. In addition, the first PRRT with [ 177 Lu]Lu-DOTA-MGS5 was conducted in a patient with extensive disease SCLC after confirming CCK2R-positive uptake in [ 68 Ga]Ga-DOTA-MGS5 PET/CT. Results Rapid binding and internalization into A431-CCK2R cells, with progressive accumulation in intracellular compartments, was observed for ATTO-488-MGS5. Short-term irradiation effects of [ 177 Lu]Lu-DOTA-MGS5 were comparable for 4 h and 24 h incubation and lay between the effects obtained with 2 and 4 Gy of EBRT. Clonogenic survival of A431-CCK2R cells incubated with the increasing radioactivity of [ 177 Lu]Lu-DOTA-MGS5 decreased in a dose-dependent manner. Immunohistochemistry on SCLC specimens confirmed moderate to high CCK2R expression in 16 of 42 SCLC samples. In the first patient with SCLC treated with four cycles of [ 177 Lu]Lu-DOTA-MGS5 with a total activity of 17.2 GBq, no signs of toxicity were noticed. Conclusion"
W4415098936,10.1002/wwp2.70038,Leveraging Grok in Water Resource Management,as an AI language model,2025.0,Engineering,article,"ABSTRACT This study explores the emerging role of Grok, a novel AI language model developed by xAI, in addressing the complex challenges of water resource management (WRM). Through a review of the current literature on artificial intelligence applications in WRM and a comparative analysis with other large language models (LLMs), this paper assesses Grok's future potential in predictive modeling, water quality assessment, disaster monitoring, and policy support. Through the 10 key prompts created, this study evaluates Grok's potential capacity to enhance water treatment strategies, simplify scientific communication, engage stakeholders, and support climate resilience efforts. However, its reliance on unverified social media data risks biased outputs, while limited numerical modeling capabilities necessitate integration with specialized hydrological tools."
W4412644850,10.1007/s40123-025-01213-z,Assessment of Relationship between Neovascularization Type Using Wide Field Optical Coherence Tomography Angiography in Eyes with Proliferative Diabetic Retinopathy,as an AI language model,2025.0,Medicine,article,"INTRODUCTION: Retinal neovascularization in proliferative diabetic retinopathy (PDR) presents with varying morphology and clinical implications. This study aims to classify retinal neovascularization into subtypes and assess their correlation with ischemic index using widefield optical coherence tomography (OCT) angiography. METHODS: This retrospective observational study included 50 treatment-naïve patients (84 eyes) with PDR who underwent baseline widefield fundus photography (CLARUS 500™) and widefield optical coherence tomography angiography (WF-OCTA; Plex Elite 9000) between January 2022 and June 2024. Quantitative analysis of WF-OCTA images assessed capillary nonperfusion (CNP), ischemic index (ISI), and three neovascularization (NV) subtypes: type 1 NV (flat, intraretinal or subinternal limiting membrane growth), type 2 NV (preretinal proliferation extending into the vitreous), and type 3 NV (a combination of types 1 and 2 features, showing both flat and protruding components). Two clinicians manually delineated capillary nonperfusion (CNP) using ImageJ software. Neovascularization (NV) was classified by subtype and location (posterior versus mid-periphery). Ischemic index (ISI), nonperfusion area, best corrected visual acuity (BCVA), and the need for adjunctive interventions (additional laser or vitreoretinal surgery) were correlated with treatment response to panretinal photocoagulation (PRP). RESULTS: ± 10.24). Best corrected visual acuity (BCVA) improved in 58% of patients after panretinal photocoagulation, with type 3 showing the greatest improvement. Adjunct laser therapy was required more frequently for type 2 (13 cases) following standard panretinal photocoagulation. However, type 3 required the least supplemental laser. CONCLUSIONS: WF-OCTA proves valuable in the assessment of disease severity and its extent, along with possible implications on planning the intervention for PDR."
W4391646383,10.4103/aian.aian_837_23,External Validation and Updating of Published Models for Predicting 7-day Risk of Symptomatic Intracranial Hemorrhage after Receiving Alteplase for Acute Ischemic Stroke: A Retrospective Cohort Study,as an AI language model,2024.0,Medicine,article,"Background: Prediction scores for symptomatic intracranial hemorrhage (sICH) in acute ischemic stroke patients receiving thrombolytic therapy have been widely developed, but the external validation of these scores, especially in the Thai population, is lacking. This study aims to externally validate existing models and update the selected model to enhance its performance in our specific context. Methods: This cohort study retrospectively collected data from medical records between 2013 and 2022. Acute ischemic stroke patients who received thrombolysis were included. All predictors were gathered at admission. External validation was performed on eight published prediction models; in addition, the observed and expected probabilities of sICH were compared. The most effective model for discrimination was then chosen for further updating using multivariable logistic regression and was bootstrapped for internal validation. Finally, a points-based system for clinical practice was developed from the optimism-corrected model. Results: Fifty patients (10% of the 502 included cohort members) experienced sICH after undergoing thrombolysis. The SICH score outperformed the other seven models in terms of discrimination (area under the receiver operating characteristic [AuROC] curve = 0.74 [95% confidence interval {CI} 0.67 to 0.81]), but it still overstated risk (expected-to-observed outcomes [E/O] ratio = 1.7). Once updated, the optimism-corrected revised SICH model showed somewhat better calibration (E/O = 1 and calibration-in-the-large = 0), slightly worse underprediction in the moderate-to-high risk group (calibration slope = 1.152), and marginally better discrimination (AuROC = 0.78). The points-based system also demonstrated substantial agreement (88.1%) with the risk groups predicted by the logistic regression model (kappa statistic = 0.78). Conclusion: Since the SICH score outperformed seven models in terms of discrimination, it was then modified to the Revised-SICH score,"
W7143532615,10.1080/14737175.2026.2652294,"Preferences, tailoring, and self-tailoring in internet-delivered treatments: lessons learned",as an AI language model,2026.0,Psychology,article,"INTRODUCTION: Internet-delivered psychological treatments have been developed and tested in many trials and are also implemented. AREAS COVERED: The authors focus on treatment preferences when clients are allowed to choose treatment orientation and how the treatment is set up. The literature was searched using Medline, Google Scholar and Scopus in November 2025, locating eight preference studies. They showed benefits in treatment satisfaction when preferences are included and possibly improved outcomes. The second focus was on tailored internet-delivered cognitive behavior therapy (ICBT). The authors review six recent controlled studies published from 2000 onwards on various subjects including COVID-19, domestic violence, chronic pain, climate distress, depression in older adults in Lithuania, and young adults with anxiety and depression in Brazil. These examples are in line with previous findings showing that tailored ICBT is effective, despite there being no clear benefits over diagnosis-specific or transdiagnostic ICBT. Finally, the authors reviewed published findings from two trials demonstrating that self-tailoring can work without clinician input. EXPERT OPINION: There are robust findings showing that tailored internet interventions are effective, with further indication that preferences and self-tailoring may work too. Future research will likely incorporate artificial intelligence tools to a greater extent to improve treatment efficacy."
W4399303504,10.1080/03057240.2024.2342274,Metachangemaking: An interdisciplinary synthesis of research on cultivating changemakers,as an AI language model,2024.0,Decision Sciences,article,"Metachangemaking refers to the cultivation of changemakers—people with the motivation and competence to tackle societal issues and promote collective wellbeing. It is not entirely clear how to effectively cultivate changemakers, and relevant research spans many disparate fields. The goals of this article are to introduce the concept of metachangemaking, synthesize and evaluate some relevant literature which may be less familiar to particular audiences, and identify open questions for future research. We identified a number of themes, including changemaker motivations and competencies, approaches to cultivating such motivations and competencies, and opportunities and challenges for metachangemaking in education systems. There are many important outstanding questions that suggest directions for future research, such as the efficacy of various approaches to cultivating changemaker motivations and competencies in particular circumstances. There is a need for evidence-based theoretical frameworks of metachangemaking, and for studies that address issues of replicability, causality, and transferability to various changemaking contexts."
W4407610596,10.1080/08039488.2025.2464634,The experience of individuals filmed for pornography production: a history of continuous polyvictimization and ongoing mental health challenges,as an AI language model,2025.0,Psychology,article,"PURPOSE: While research and public debate have increasingly focused on the effects of pornography consumption, the experiences of those documented in pornography have been largely overlooked. This study aims to address this gap by examining the vulnerabilities and health risks faced by this population. MATERIALS AND METHODS: Individuals aged 18 and older documented in pornography in Sweden were recruited to participate in face-to-face interviews. A total of 120 participants completed study-specific questions and standardized questionnaires on their background, experiences in pornography, and health status. Descriptive statistics were reported, and regression analyses were performed to assess factors impacting PTSD symptom severity and dissociative symptoms. RESULTS: Participants reported high levels of abuse both in childhood and during pornography production. Nearly all participants had experienced sexual abuse (88%), psychological abuse (90%), and physical abuse (79%) as children. In the context of pornography production, they were subjected to further abuse and exploitation, including verbal abuse (87%), rape (65%), physical assault (56%), third-party control (56%), and online harassment (57%). The consequences of this continuous polyvictimization were significant: 84% exhibited clinically significant PTSD symptoms, 60% clinically significant dissociative symptoms, 69% had attempted suicide, and 80% had been diagnosed with at least one mental health problem. Regression analyses revealed that childhood and online polyvictimization significantly predicted PTSD symptom severity, while polyvictimization within pornography production predicted dissociative symptoms. CONCLUSIONS: Our findings highlight the urgent need for comprehensive mental health interventions and legal reform to protect this vulnerable population and address the unique harms stemming from documentation in pornography."
W4414324840,10.3389/fpubh.2025.1654786,Study protocol: post-harvest losses of fruits and vegetables and their relationship with the nutritional status of women and children,as an AI language model,2025.0,Agricultural and Biological Sciences,article,"Introduction: Sub-Saharan Africa loses up to 50% of fruits and vegetables produced annually, with Ghana alone reporting post-harvest losses ranging between 30 and 50% across the value chain. These losses significantly threaten nutrition security by reducing the availability of essential nutrients in the food system. Capturing these lost nutrients is crucial to promoting healthy and affordable diets. This study protocol presents a community-based randomised controlled trial (RCT) being implemented in the Ho West District of Ghana. The trial aims to investigate the association between post-harvest loss (PHL) of fruits and vegetables and the nutritional status of women and children, while also identifying loss drivers across the value chain. Methods: This experimental trial study employs an untreated control group design and involves 280 participants, comprising 70 farmers, 70 traders, and 140 women and their children. Socio-demographic data and post-harvest practices will be collected from all participants to estimate nutritional losses. Dietary intake of fruits and vegetables will be assessed using food frequency questionnaires, while food consumption and household hunger will be measured using validated scoring tools. Anthropometric and nutritional measurements will be recorded for women and children using WHO protocols. Women in the intervention arm will receive nutrition education and counselling focused on storage and preservation strategies to reduce food waste. Potential impact: This study will provide evidence on the link between post-harvest loss and nutritional outcomes and inform practical interventions for reducing PHL at the community level. It offers a platform for building capacity among farmers, traders, and caregivers through increased awareness and behaviour change. By integrating nutrition education into PHL mitigation, the findings have the potential to influence food systems policy, improve household nutrition, and contribute to global efforts to "
W4393081680,10.31234/osf.io/4gxtk,Attributions toward Artificial Agents in a modified Moral Turing Test,as an AI language model,2024.0,Social Sciences,preprint,"Advances in artificial intelligence (AI) raise important questions about whether people view moral evaluations by AI systems similarly to human-generated moral evaluations. We conducted a modified Moral Turing Test (m-MTT), inspired by Allen and colleagues’ (2000) proposal, by asking people to distinguish real human moral evaluations from those made by a popular advanced AI language model: GPT-4. A representative sample of 299 U.S. adults first rated the quality of moral evaluations when blinded to their source. Remarkably, they rated the AI's moral reasoning as superior in quality to humans’ along almost all dimensions, including virtuousness, intelligence, and trustworthiness, consistent with passing what Allen and colleagues call the comparative MTT. Next, when tasked with identifying the source of each evaluation (human or computer), people performed significantly above chance levels. Although the AI did not pass this test, this was not because of its inferior moral reasoning but, potentially, its perceived superiority, among other possible explanations. The emergence of language models capable of producing moral responses perceived as superior in quality to humans’ raises concerns that people may uncritically accept potentially harmful moral guidance from AI. This possibility highlights the need for safeguards around generative language models in matters of morality."
W4416032751,10.1080/09540121.2025.2584603,"“It’s not just HIV anymore”: A qualitative exploration of health, research, community and mental health priorities of long-term survivors of HIV in the United States",as an AI language model,2025.0,Medicine,article,"Long-term survivors (LTS) of HIV are people diagnosed before the advent of highly active antiretroviral therapy in 1996 or who have lived with HIV for more than ten years. As they age, many experience comorbidities and effects of lifelong therapy, yet they remain underrepresented in research, which limits person-centered strategies. We examined priorities related to health, aging, safer antiretroviral therapy, community, mental health, and research engagement among LTS in the United States, and explored how social determinants shaped outcomes and access. In 2023 to 2024, we conducted qualitative interviews with 32 LTS aged 60 and above across the country, recruited through community partners and purposively sampled by gender, race, and region. Most participants were community advocates with a mean of 27.4 years since diagnosis. Thematic analysis identified priorities for integrated care addressing HIV alongside age-related comorbidities including cardiovascular disease and cognitive change. Participants emphasized mental health needs including survivor guilt, depression, and anxiety, and called for safer long term antiretroviral options and involvement in research. Housing, food security, and financial stability were social determinants. Findings support person-centered models integrating geriatric expertise, mental health services, and social supports to improve quality of life and resilience among LTS."
W4388931722,10.1093/oso/9780197615546.003.0005,The Context Imperative,as an AI language model,2023.0,Social Sciences,book-chapter,"Abstract This chapter considers the climate-based impact of automated empathy, progressing to examine this through Japanese thought about modernity, climate, and technology. It first assesses automated empathy and climate concerns by considering these in relation to ‘high-compute’ large AI language models and image recognition systems. It then introduces go-to critiques such as extractivist thought that is asserted to be inextricable from the philosophy of Martin Heidegger given his interests in industrialisation, cybernetics, and human experience. The chapter than assesses the overlap between Heidegger and Japan’s Kyoto School of philosophy. Beyond value in diversifying and balancing moral views it finds unique critical merit in the Kyoto School, arguing this outlook to be ‘ecological by default’ due to its innate orientation towards ‘wholes’ that encompass things, people and environment. The chapter consequently argues for a ‘context imperative’ that should be a part of any ethical consideration of questionable uses of technology."
W4405740853,10.1016/j.ijfatigue.2024.108777,Fatigue life prediction for PBF-LB Ti6A14V with as-built surface under nonproportional loads using an incremental fatigue damage model,as an AI language model,2024.0,Engineering,article,"This study evaluates the Ottosen–Stenström–Ristinmaa (OSR) incremental fatigue damage model for predicting fatigue life in powder bed fusion with laser beam (PBF-LB) Ti6Al4V notched specimens . To fit the OSR model, we conduct constant-amplitude tension-compression fatigue tests on PBF-LB Ti6Al4V specimens with as-built surface. Our results highlight a relatively low scatter in fatigue life data for PBF-LB Ti6Al4V across different studies, a critical factor for reliable design against fatigue failure. The study suggests that the stress gradient effect is influenced by the as-built surface, which carries load differently from the target build geometry due to surface undulations. The OSR model effectively captures the characteristics of Wöhler curves for various notch geometries and stress ratios. We validate the OSR model with out-of-phase tension-torsion tests, demonstrating that it provides safe fatigue life predictions for nonproportional loads. Overall, our findings show that the OSR model offers conservative fatigue life predictions for PBF-LB Ti6Al4V, underscoring its practical utility and reinforcing the suitability of PBF-LB Ti6Al4V for aircraft applications."
W4390628466,10.1515/9783111351490-025,Lernende Maschinen und die Zukunft der Öffentlichkeit,as an AI language model,2024.0,Social Sciences,book-chapter,"Machine learning systems, now often referred to as artificial intelligence or AI systems, have been instrumental in shaping the public sphere for at least two decades. The advent of search engines, and, a few years later, algorithmically curated social media sites, has created a new information ecosystem with substantially different properties than the legacymedia system based mainly on newspapers, radio, and television. Not all of these characteristics are desirable from a normative point of view. For example: Ample research shows that mis- and disinformation have a strategic advantage compared to factually correct information in social media environments. The advent of generative machine learning systems that can create realistic text, images, and increasingly also audio and video content will exacerbate this problem: the marginal cost for creating convincing disinformation at scale is dropping rapidly. This article cites some examples that have already been observed and discusses possible mediation strategies."
W4388303467,10.1007/s11739-023-03447-w,Quantitative research assessment: using metrics against gamed metrics,as an AI language model,2023.0,Decision Sciences,article,"Quantitative bibliometric indicators are widely used and widely misused for research assessments. Some metrics have acquired major importance in shaping and rewarding the careers of millions of scientists. Given their perceived prestige, they may be widely gamed in the current ""publish or perish"" or ""get cited or perish"" environment. This review examines several gaming practices, including authorship-based, citation-based, editorial-based, and journal-based gaming as well as gaming with outright fabrication. Different patterns are discussed, including massive authorship of papers without meriting credit (gift authorship), team work with over-attribution of authorship to too many people (salami slicing of credit), massive self-citations, citation farms, H-index gaming, journalistic (editorial) nepotism, journal impact factor gaming, paper mills and spurious content papers, and spurious massive publications for studies with demanding designs. For all of those gaming practices, quantitative metrics and analyses may be able to help in their detection and in placing them into perspective. A portfolio of quantitative metrics may also include indicators of best research practices (e.g., data sharing, code sharing, protocol registration, and replications) and poor research practices (e.g., signs of image manipulation). Rigorous, reproducible, transparent quantitative metrics that also inform about gaming may strengthen the legacy and practices of quantitative appraisals of scientific work."
W4409823765,10.1177/19467567251330218,Making and Unmaking Pluriversal Privacy,as an AI language model,2025.0,Social Sciences,article,"In an age where technology reigns supreme, our daily existence is intricately woven with an abundance of choices, each bearing unforeseen societal repercussions. As an increasing number of such challenges arise, the responsibility also lies with design to contribute to a better quality of life holistically. One particularly intertwined issue within this landscape is that of privacy. Whether knowingly or unwittingly, we regularly disclose a significant amount of our information verbally, digitally, and physically, sometimes even through our silence when there is someone to listen to. This study investigates the de-familiarization of the concept of privacy by navigating through historical societal paradigms and languages across Spain and India. It further augments this exploration by scrutinising through the multifaceted prism of pluriversality, specifically examining and contrasting legal regulations from a Spanish and Indian culture point of view since 1900. The study draws on the Transition Design approach to create an insightful dialogue encompassing the comprehension of ‘Pluriversal Privacy,’ its associated challenges, and the prospects it holds for the future. Additionally, this article probes the nuanced gradients of privacy, collective imagination and design fiction to try to imagine future scenarios and proposes a participatory speculative artefact on fictions of pluriversal privacy thereby stating the need to start from people."
W4389856317,10.36866/pn.132.36,Meeting Report: Drowning Prevention and Treatment Online Summit,as an AI language model,2023.0,Medicine,article,gradient bottom PMS 1815C C13 M96 Y81 K54 on dark backgrounds on light backgrounds standard no gradients watermark stacked logo (for sharing only) standard no gradients watermark stacked logo (for sharing only) white WHITE C0 M0 Y0 K0
W4410590941,10.1002/epi4.70066,Ambient technology in epilepsy clinical practice,as an AI language model,2025.0,Medicine,article,"The utilization of large language model-based artificial intelligence (AI) in the field of neurology has gained attention as a viable tool to enhance and assist providers with processes ranging from scheduling patients to providing preliminary interpretations of testing results, pending orders, and documenting encounters. Epileptologists could benefit from these technologies by utilizing ambient AI models, recent applications of which offer promising solutions for automating clinical documentation. While the potential benefits of using these tools are significant and include reduced physician burnout and improved patient experience, the deployment of these technologies also raises critical concerns, such as potential biases in model training and the risk of errors being inserted into the electronic health record (EHR), among other yet to be realized unintended consequences. The accuracy of clinical documentation is essential in epilepsy care, where detailed seizure histories and accurate medication records are critical to patient safety. Another concern may be paradoxically increased physician burnout as increased expectations of providers are created. This article examines the challenges, risks, and practical considerations in applying documentation tools that utilize ambient intelligence (AmI) for outpatient epilepsy clinic encounters, highlighting key examples from clinical practice and underscoring the importance of human oversight. Although AmI models may enhance clinical documentation efficiency as measured by time to close a note and reduced rates of burnout in providers, their role in clinical environments must be carefully regulated, with further studies needed to validate this claim, provide ongoing monitoring of performance, and establish safeguards for patient safety. Collaborative efforts among clinicians, clinical informatics professionals, AI developers, and regulatory bodies are pressingly needed to ensure the safe deployment of AmI into clinical car"
W4398179098,10.22323/2.23030703,Theatre about science. Theory and practice,as an AI language model,2024.0,Psychology,article,"“Theatre About Science. Theory and Practice” is a result of the Theatre About Science Conference, held in November 2021 in Coimbra, Portugal. Most of the articles build upon presentations given at the conference, but some were written specifically for the publication."
W4416556240,10.1007/s00146-025-02763-3,Knowledge without a knower? Domain analysis in the age of machinic interpretation,as an AI language model,2025.0,Social Sciences,article,
W4406860835,10.18203/2349-3291.ijcp20250100,Comparative study about early full versus conventional partial enteral feeding in preterm new-born infants of 28-34 weeks,as an AI language model,2025.0,Nursing,article,"Background: Enteral feeding is a critical component of neonatal care for preterm infants. Enteral feeding is indicated for a range of medical conditions, including prematurity, where infants cannot suck and swallow effectively; neurological disorders such as cerebral palsy or brain injuries; congenital anomalies like cleft palate; and critical illnesses that prevent adequate oral intake. This study aims to evaluate and compare the outcomes of early full enteral feeding with conventional partial enteral feeding in preterm newborn infants born between 28 and 34 weeks of gestation, focusing on parameters such as growth and development, long term morbidity and mortality. Methods: This is a comparative prospective observational study designed to compare full enteral feeding with partial feeding on preterm. Total 180 preterm infants were included in the study. Participants were allocated into two groups - 90 preterm: full feed, and 90 preterm: partially feed. Results: A study of 180 infants compared full and partial feeding groups, each with 90 babies. The full-feeding group showed fewer complications (16% total) with no necrotizing colitis, while the partial-feeding group had more issues (30.33% total), including 3% with necrotizing colitis. Full-fed babies had better outcomes with higher discharge rates (88% versus 80%) and lower death rates (9% versus 15%). While both groups showed similar length growth, full-fed babies maintained more stable weight gain over 15 days. Conclusions: This study concludes that full enteral feeding is more beneficial approach in the nutritional management of preterm infants leading to improved growth in terms of weight, length and head circumference gain."
W4412035070,10.15181/rfds.v46i2.2732,Factors of Purchasing Behaviour and Transformations in Market Equilibrium,as an AI language model,2025.0,"Economics, Econometrics and Finance",article,"This article analyses the theoretical foundations of consumer choice and equilibrium, emphasising the multifaced factors that influence consumer behaviour. Key factors such as individual preferences, income levels, pricing of goods and services, social media trends, advertising strategies, brand perception, and cultural influences are examined. The study aims to provide a comprehensive theoretical analysis of consumer choice theory, while identifying constraints like budget limitations, price fluctuations and substitution effects that impact decision-making. Furthermore, it explores consumer equilibrium within economic theory and its interplay with various influencing variables. Recent market trends are investigated through scientific methodologies related to preferences, utility maximisation, income changes, and behavioural economics. Finally, the findings are contextualised within the sustainable tourism sector. This research contributes to a deeper understanding of consumer dynamics in contemporary markets, and offers insights for policymakers and businesses aiming for sustainability in their practices."
W4404867474,10.46632/cellrm/2/4/3,An SPSS Analysis of the Effects of OTT Platforms on Youth,as an AI language model,2023.0,"Business, Management and Accounting",article,"Over-the-top platforms, or OTT platforms, have had a big impact on young people's lives lately. These platforms describe online streaming services that bypass conventional broadcast techniques to provide video material straight to customers. The rise of OTT platforms has revolutionized the way youth consume media and has brought about various social, cultural, and behavioral changes. The research significance of studying the impact of OTT platforms on youth is multifaceted and holds relevance in several domains. Media Consumption Patterns: Understanding how youth consume media through OTT platforms provides valuable insights into changing viewing habits. This research helps media industry professionals, content creators, and advertisers adapt their strategies to cater to evolving preferences, thereby shaping the future of the entertainment industry. Investigating the impact of OTT platforms on youth's behavior and psychology sheds light on the potential consequences of excessive screen time, binge-watching, and exposure to certain types of content. This research can inform parents, educators, and policymakers about the implications for mental health, social interactions, and overall well-being. Analyzing the content consumed by youth on OTT platforms and its influence on their attitudes, values, and beliefs contributes to understanding the larger cultural and societal shifts. This research can explore how media representations shape identity, social norms, and ideologies among young individuals, leading to discussions about diversity, representation, and inclusivity. The SPSS approach is commonly used to choose the best impact of OTT platform on youth. Do you agree that watching internet content, such as web series, affects your mental health? 2. Does watching movies from online platform affects the cinema viewing experience for you? 3. How much do you spend monthly on subscription of OTT platforms? 4. Do you prefer OTT as your main source of entertainment rather th"
W7160103360,10.29333/ejmste/18503,Philosophical and critical perspectives of integrating AI into STEM curriculum design: Opportunities and challenges in African educational contexts,as an AI language model,2026.0,Computer Science,article,"The integration of artificial intelligence (AI) into science, technology, engineering, and mathematics (STEM) education is transforming teaching methods worldwide. In Africa, this change presents major opportunities along with notable challenges. This conceptual paper critically explores the philosophical and critical perspectives of how AI can be incorporated into STEM curriculum design within African education systems to enhance teaching and learning outcomes. The paper adopts a dual-theory approach using the artificial intelligence technological pedagogical content knowledge (AI-TPACK) framework and Paulo Freire’s critical pedagogy theory. These frameworks guide the analysis of how AI can be aligned with curriculum goals, teaching strategies, and student needs, while ensuring ethical and culturally responsive integration. A conceptual and interpretive research design is foregrounded, supported by a narrative literature review, and is employed to generate theoretical insights rather than empirical findings. AI tools, including intelligent tutoring systems, adaptive learning platforms, automated assessment tools, and generative content applications, can personalize instruction, encourage problem-solving and critical thinking, and provide real-time feedback to both students and teachers. In environments characterized by overcrowded classrooms, limited educational resources, and unequal access to quality learning, AI offers scalable, data-driven approaches to improve STEM education. By integrating AI, education systems can work toward reducing learning gaps and promoting the development of future-ready skills aligned with the needs of the 4&lt;sup&gt;th&lt;/sup&gt; Industrial Revolution. The paper recommends the development of culturally relevant, inclusive, and ethically grounded strategies to guide AI integration in STEM education across Africa. These approaches should address infrastructural gaps, teacher capacity, and contextual diversity to prevent the reinforce"
W7124944575,10.3390/jcm15020819,Appendectomy During Pregnancy and the Risk of Preterm Birth: A Systematic Review of Contemporary Clinical Studies,as an AI language model,2026.0,Medicine,review,"Background and Objectives: Appendectomy is the most frequent non-obstetric emergency operation in pregnancy, yet its relationship with preterm birth (PTB) remains uncertain. We systematically reviewed studies assessing PTB after appendectomy during pregnancy, focusing on surgical approach and histopathology. Methods: Following a PRISMA-guided protocol, we searched PubMed, Scopus, and Web of Science to 1 October 2025 for studies reporting gestational-age outcomes after appendectomy in pregnancy. Eligible designs were cohort or case–control studies and case series ≥ 5 pregnancies. Data on technique, timing, pathology, and PTB were extracted and synthesized narratively; meta-analysis was not performed because of heterogeneity. Results: Six studies including over one thousand pregnancies with appendectomy and over one million comparators were identified. In the largest registry study, appendectomy was associated with increased PTB risk (adjusted hazard ratio [aHR] 1.73, 95% CI 1.42–2.09), with a stronger association for planned than spontaneous PTB. A matched cohort reported PTB in 11.9% of operated women versus 5.4% of controls and a higher PTB rate after negative appendectomy (20.5% vs. 9.2% with inflamed appendices). In a single-center series, PTB occurred in 24.4% after open but 0% after laparoscopic appendectomy. Across studies, crude PTB rates after appendectomy ranged from 4.5% to 24.4%. Three of five studies reporting effect estimates found significantly elevated PTB risk, whereas two smaller cohorts showed null or imprecise associations. Conclusions: Current evidence suggests that appendectomy in pregnancy is associated with increased PTB risk, particularly after negative or late-gestation open procedures, supporting careful diagnostic work-up, preference for laparoscopy when feasible, and close obstetric follow-up."
W4404386205,10.1177/24741264241297936,Serpiginous Choroiditis After COVID-19 Infection,as an AI language model,2024.0,Medicine,article,"Purpose: To present the first case of macular serpiginous choroiditis after COVID-19 infection. Methods: A single case was analyzed. Results: A 28-year-old previously healthy man presented with severe unilateral vision loss in the left eye. A fundus examination showed severe atrophic pigmentary changes that corresponded with optical coherence tomography (OCT) findings of a rapidly progressing amoeboid-like lesion disrupting the ellipsoid zone and retinal pigment epithelium. Multimodal imaging, including fundus autofluorescence, OCT angiography, and indocyanine green angiography, was supportive of serpiginous choroiditis. After a comprehensive systemic workup, the diagnosis of macular serpiginous choroiditis was confirmed. No improvement was seen with high-dose steroids; therefore, an immunosuppressive regimen was initiated. Conclusions: An exaggerated choroidal inflammatory response may be triggered by a COVID-19 infection, although causation cannot be inferred. Retinal manifestations should be considered when assessing patients presenting with visual symptoms after COVID-19 infection."
